"","observation_date","American Crow","American Goldfinch","American Kestrel","American Redstart","American Robin","Bald Eagle","Baltimore Oriole","Barn Swallow","Barred Owl","Bay-breasted Warbler","Belted Kingfisher","Black Vulture","Black-and-white Warbler","Black-billed Cuckoo","Black-crowned Night-Heron","Black-throated Blue Warbler","Black-throated Green Warbler","Blackpoll Warbler","Blue Grosbeak","Blue Jay","Blue-gray Gnatcatcher","Blue-headed Vireo","Blue-winged Teal","Bobolink","Broad-winged Hawk","Brown Thrasher","Brown-headed Cowbird","Brown-headed Nuthatch","Canada Goose","Cape May Warbler","Carolina Chickadee","Carolina Wren","Cedar Waxwing","Chestnut-sided Warbler","Chimney Swift","Chipping Sparrow","Chuck-will's-widow","Cliff Swallow","Common Grackle","Common Yellowthroat","Cooper's Hawk","Double-crested Cormorant","Downy Woodpecker","Eastern Bluebird","Eastern Kingbird","Eastern Meadowlark","Eastern Phoebe","Eastern Screech-Owl","Eastern Towhee","Eastern Wood-Pewee","European Starling","Field Sparrow","Fish Crow","Forster's Tern","Grasshopper Sparrow","Gray Catbird","Great Blue Heron","Great Crested Flycatcher","Great Egret","Green Heron","Hairy Woodpecker","Hooded Warbler","House Finch","House Sparrow","House Wren","Indigo Bunting","Kentucky Warbler","Killdeer","Lark Sparrow","Least Sandpiper","Lesser Yellowlegs","Louisiana Waterthrush","Magnolia Warbler","Mallard","Mississippi Kite","Mourning Dove","Northern Bobwhite","Northern Cardinal","Northern Flicker","Northern Mockingbird","Northern Parula","Northern Rough-winged Swallow","Northern Waterthrush","Orchard Oriole","Osprey","Ovenbird","Palm Warbler","Pileated Woodpecker","Pine Warbler","Prairie Warbler","Prothonotary Warbler","Purple Martin","Red-bellied Woodpecker","Red-eyed Vireo","Red-shouldered Hawk","Red-tailed Hawk","Red-winged Blackbird","Rock Pigeon","Rose-breasted Grosbeak","Ruby-crowned Kinglet","Ruby-throated Hummingbird","Savannah Sparrow","Scarlet Tanager","Sharp-shinned Hawk","Solitary Sandpiper","Song Sparrow","Sora","Spotted Sandpiper","Summer Tanager","Swainson's Thrush","Tennessee Warbler","Tree Swallow","Tufted Titmouse","Turkey Vulture","Veery","Virginia Rail","Warbling Vireo","White-breasted Nuthatch","White-crowned Sparrow","White-eyed Vireo","White-throated Sparrow","Wild Turkey","Willow Flycatcher","Wilson's Snipe","Wood Duck","Wood Thrush","Worm-eating Warbler","Yellow Warbler","Yellow-billed Cuckoo","Yellow-breasted Chat","Yellow-rumped Warbler","Yellow-throated Vireo","Blackburnian Warbler","Cerulean Warbler","Nashville Warbler","Philadelphia Vireo","Red-headed Woodpecker","Swainson's Warbler","Swamp Sparrow","Common Nighthawk","Muscovy Duck","Purple Finch","Gray-cheeked Thrush","Great Horned Owl","Least Flycatcher","Red-breasted Nuthatch","Vesper Sparrow","Acadian Flycatcher","Bank Swallow","Canada Warbler","Wilson's Warbler","Yellow-throated Warbler","Dickcissel","American Woodcock","Olive-sided Flycatcher","Cattle Egret","Lincoln's Sparrow","Connecticut Warbler","Common Raven","Mourning Warbler","Mute Swan","Semipalmated Sandpiper","Marsh Wren","Semipalmated Plover","White-rumped Sandpiper","Yellow-bellied Sapsucker","Pine Siskin","American Bittern","Pectoral Sandpiper","Blue-winged Warbler","American Avocet","Black Tern","Yellow-bellied Flycatcher","Short-billed Dowitcher","Willet","Eastern Whip-poor-will","Eared Grebe","Horned Grebe","Golden-winged Warbler","Merlin","Caspian Tern","Laughing Gull","Orange-crowned Warbler","Pied-billed Grebe","Greater Yellowlegs","Brown Creeper","Golden-crowned Kinglet","Northern Harrier","Winter Wren","Hermit Thrush","Bonaparte's Gull","Northern Shoveler","American Coot","Dark-eyed Junco","Peregrine Falcon","Gadwall","Ring-necked Duck","American Pipit","Common Loon","Green-winged Teal","Northern Pintail","Surf Scoter","Fox Sparrow","Rusty Blackbird","Sedge Wren","Purple Gallinule","Hooded Merganser","Ring-billed Gull","American Black Duck","Ruddy Duck","American Wigeon","Bufflehead","Canvasback","Redhead","Lesser Scaup","Sandhill Crane","Red-breasted Merganser","Snow Goose","Greater Scaup","American White Pelican","Egyptian Goose","Herring Gull","Red-throated Loon","Greater White-fronted Goose","Ross's Goose","Red-necked Grebe","Common Merganser","Barn Owl","Eurasian Collared-Dove","Little Gull","Franklin's Gull","Black-bellied Whistling-Duck","Little Blue Heron"
"203",2022-11-19,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,32,43,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,15,2,2,NA,NA,62,NA,3,NA,28,NA,NA,NA,3,NA,NA,NA,44,NA,NA,NA,29,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204",2022-11-20,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,7,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,11,34,NA,NA,NA,NA,NA,NA,10,7,NA,NA,NA,NA,11,NA,6,NA,NA,NA,34,7,NA,NA,NA,7,NA,NA,NA,NA,NA,58,NA,62,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,6,21,2,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,11,NA,NA,NA,NA,NA,NA,165,NA,245,7,NA,82,67,NA,NA,27,NA,NA,1,14,NA,NA,1,97,NA,NA,NA,14,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205",2022-11-21,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,43,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,1,NA,12,NA,NA,NA,NA,NA,NA,NA,70,NA,1,NA,NA,NA,5,NA,8,NA,NA,NA,27,1,NA,NA,NA,14,NA,NA,NA,NA,NA,3,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,75,7,38,7,NA,NA,NA,NA,2,19,NA,NA,NA,13,NA,NA,5,90,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206",2022-11-22,NA,NA,1,NA,NA,1,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,206,NA,NA,NA,9,NA,NA,22,NA,NA,4,NA,1,1,16,NA,NA,1,NA,NA,NA,NA,112,19,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,37,2,1,NA,NA,2,NA,NA,NA,NA,NA,10,NA,34,NA,NA,NA,21,NA,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,12,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,34,NA,30,NA,NA,1,NA,NA,NA,14,NA,NA,1,NA,NA,NA,4,13,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",2022-11-23,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,15,NA,NA,1,NA,NA,7,NA,98,NA,1,NA,NA,NA,18,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,7,NA,27,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,73,NA,160,6,NA,8,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",2022-11-24,NA,NA,1,NA,111,NA,NA,NA,NA,NA,NA,28,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,17,NA,NA,34,NA,NA,NA,1,NA,NA,NA,NA,NA,19,14,NA,NA,7,NA,NA,9,NA,118,17,1,NA,NA,NA,8,NA,NA,NA,2,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3,11,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,58,14,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",2022-11-25,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,10,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,24,NA,NA,NA,NA,NA,NA,NA,201,6,NA,NA,NA,1,13,NA,1,NA,4,NA,40,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,52,NA,NA,NA,21,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,267,NA,16,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210",2022-11-26,NA,NA,1,NA,226,4,NA,NA,NA,NA,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,2,59,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,2,21,NA,NA,1,NA,NA,NA,NA,92,13,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,40,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,40,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,85,NA,90,4,NA,NA,NA,1,NA,NA,NA,NA,NA,14,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211",2022-11-27,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,1,NA,5,NA,NA,NA,NA,NA,9,NA,164,1,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,35,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,12,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2,NA,21,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",2022-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,7,NA,NA,11,NA,60,1,NA,NA,NA,NA,16,NA,NA,NA,1,NA,31,5,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,22,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,43,NA,75,5,NA,6,NA,NA,NA,NA,4,NA,1,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",2022-11-29,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,704,NA,NA,21,17,NA,NA,NA,NA,NA,NA,NA,12,3,NA,NA,NA,1,8,NA,NA,NA,NA,NA,34,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,17,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,62,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",2022-11-30,NA,NA,1,NA,106,1,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,16,NA,88,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,28,21,NA,NA,NA,NA,NA,16,NA,25,2,2,NA,NA,NA,10,NA,NA,NA,3,NA,19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,70,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,7,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215",2022-12-01,NA,NA,NA,NA,101,NA,NA,NA,1,NA,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,2,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,17,NA,NA,2,NA,NA,12,NA,97,10,1,NA,NA,1,19,NA,NA,NA,NA,NA,32,2,NA,NA,NA,35,NA,NA,NA,NA,NA,33,NA,19,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,30,NA,NA,NA,NA,NA,1,NA,32,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,15,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,60,23,NA,NA,NA,NA,NA,NA,3,NA,NA,11,56,NA,NA,NA,8,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",2022-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,28,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,18,NA,NA,NA,NA,NA,NA,NA,50,1,1,NA,NA,NA,8,NA,NA,NA,NA,NA,19,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,12,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",2022-12-03,NA,NA,1,NA,296,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,9,2,39,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,26,NA,NA,NA,NA,NA,NA,NA,255,2,NA,NA,NA,NA,24,NA,NA,NA,5,NA,61,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,75,NA,NA,NA,25,NA,NA,NA,NA,1,NA,1,NA,3,NA,NA,NA,NA,NA,NA,1,NA,34,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,14,NA,4,NA,NA,4,NA,130,4,NA,9,NA,40,23,NA,1,NA,NA,NA,NA,NA,NA,NA,3,22,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",2022-12-04,NA,NA,1,NA,194,1,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,35,NA,NA,12,NA,NA,NA,NA,NA,4,20,NA,NA,NA,NA,NA,NA,NA,65,19,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,54,1,1,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,29,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,26,27,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,7,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,25,3,NA,35,NA,124,57,NA,NA,1,1,NA,NA,NA,NA,NA,NA,15,1,NA,NA,7,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",2022-12-05,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,60,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,7,21,NA,NA,NA,1,NA,16,NA,34,7,NA,NA,NA,NA,6,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,NA,NA,NA,14,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,1,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
